"ID","Name","Description","Sort ID","Type","Item Group","Text Type","Icon Type","Icon","Equip Icon","Icon Colour","Add Icon Type","Rarity","Max Count","Palico Max","Enable On Raptor","Sell Price","Buy Price","Fixed","Shikyu","Eatable","Window","Infinite","Heal Raw","Heal","Battle Raw","Battle","Special Raw","Special","For money Raw","For Money","Out Box Raw","Out Box","Non Level Shell Raw","Non Level Shell","Column 30","Column 31","Get Rank 1 Raw","Get Rank 2 Raw","Get Rank 1","Get Rank 2"
580,"Firestone","Ore that is scorching even at
room temperature. Its heat can
be used to fuse materials.",1009,"MATERIAL","INVALID","TYPE_05","ITEM_0037",CellImage,"INVALID","I_VERMILION","INVALID",4,99,99,false,860,8600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000001","RARE","NORMAL"
581,"Firecell Stone","A magma-like deposit that only
trained hands can handle. Armor
made from it is first-class.",1010,"MATERIAL","INVALID","TYPE_05","ITEM_0037",CellImage,"INVALID","I_ORANGE","INVALID",7,99,99,false,1720,17200,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
582,"Fucium Ore","A mysterious metal found in the
Ruins of Wyveria, capable of fusing
any other materials together.",1005,"MATERIAL","INVALID","TYPE_05","ITEM_0037",CellImage,"INVALID","I_PINK","INVALID",6,99,99,false,1020,10200,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
583,"Icium","Precious metal from the Iceshard
Cliffs. Shines bright white when
the light catches it.",1007,"MATERIAL","INVALID","TYPE_05","ITEM_0037",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,500,5000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
584,"Guardian Fulgur Certificate S","A Guild certificate awarded to those
who have hunted a Guardian Fulgur
Anjanath. Used to make equipment.",1297,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1600,16000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
585,"Congalala Certificate S","A Guild certificate awarded to
those who have hunted a Congalala.
Used to make equipment.",1120,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_PINK","INVALID",6,99,99,false,930,9300,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
586,"Charred Oilbone","A bone found in the Oilwell Basin.
Covered in a thick coat of oil that
built up over many years.",1016,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,400,4000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
587,"Frozen Icebone","A bone found in the Iceshard
Cliffs. Tempered over millennia
deep within the frozen earth.",1017,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,400,4000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
588,"Tough Guardian Bone","A bone found in the Ruins of
Wyveria. Its peculiar shape
is unique to the local wildlife.",1018,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_SKY","INVALID",4,99,99,false,600,6000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
589,"Quality Bone","A bone used as crafting material.
Its ease of use and hardness allow
it to be shaped into better gear.",1014,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_YELLOW","INVALID",6,99,99,false,750,7500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
590,"Crushed Crystal","A shard of crystal carved from the
carcass of a Guardian. Can be used
as a melding material.",3021,"MATERIAL","INVALID","TYPE_11","ITEM_0037",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,30,300,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
591,"Cloudy Crystal","A hazy crystal carved from the
carcass of a Guardian. Can be
used as a melding material.",3022,"MATERIAL","INVALID","TYPE_11","ITEM_0037",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,50,500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
592,"Coruscating Crystal","A glittering crystal carved from
the carcass of a Guardian. Can
be used as a melding material.",3023,"MATERIAL","INVALID","TYPE_11","ITEM_0037",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,70,700,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
593,"Flame Sac","A monster organ filled with
flammable powder. Handle
with extreme care.",1034,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_RED","INVALID",4,99,99,false,840,8400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
594,"Inferno Sac","A monster organ filled with
powder that ignites if it so
much as touches air. Danger!",1035,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_RED","INVALID",6,99,99,false,1455,14550,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
595,"Aqua Sac","A monster organ designed to hold
and preserve water.",1039,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_BLUE","INVALID",4,99,99,false,480,4800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
596,"Torrent Sac","A monster organ designed to
hold and preserve copious
amounts of water.",1040,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_BLUE","INVALID",6,99,99,false,1530,15300,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
598,"Thunder Sac","A monster organ that can
store up large amounts of
high voltage electricity.",1036,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_YELLOW","INVALID",6,99,99,false,2400,24000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
599,"Frost Sac","A monster organ filled with
extremely cold fluid. Handle
with care.",1037,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,660,6600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
600,"Freezer Sac","A monster organ with
tremendous chilling power.
Flash-freezes its surroundings.",1038,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1710,17100,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
601,"Poison Sac","A monster organ filled with
a lethal toxin. Handle with
extreme care.",1030,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_PURPLE","INVALID",4,99,99,false,540,5400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
602,"Toxin Sac","A monster organ filled with
an extremely potent toxin.
Even one touch can be risky.",1031,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_PURPLE","INVALID",6,99,99,false,1485,14850,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
603,"Lala Barina Mucus","Body fluid from a Lala Barina.
A sticky, red liquid that causes
paralysis.",1103,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_ROSE","INVALID",4,99,99,false,450,4500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
604,"Lala Barina Mucus+","Thick body fluid from a Lala Barina.
As red as fresh blood, it contains
a powerful paralytic.",1109,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_ROSE","INVALID",6,99,99,false,1350,13500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
605,"Sleep Sac","A monster organ filled with
a knockout powder capable
of inducing sleep.",1032,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_SKY","INVALID",4,99,99,false,600,6000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
606,"Coma Sac","A monster organ filled with
a dangerous powder. One whiff
can induce a coma.",1033,"MATERIAL","INVALID","TYPE_05","ITEM_0010",CellImage,"INVALID","I_SKY","INVALID",6,99,99,false,1650,16500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
607,"Guardian Blood","Guardian blood containing an
unknown substance. A valuable
research material.",1048,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,1100,11000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000001","RARE","NORMAL"
608,"Guardian Blood+","Guardian blood with rather
peculiar properties. Requires
further research.",1049,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,3300,33000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
609,"Great Hibiscus","A large, brightly colored flower
found in the Ruins of Wyveria.
Spreads its seeds through the air.",3505,"MATERIAL","INVALID","TYPE_05","ITEM_0008",CellImage,"INVALID","I_RED","INVALID",6,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
610,"Dalthydon Wool","A product of Kunafa. Perfectly
suited for desert life. Try
bringing it to the Smithy.",3506,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_IVORY","INVALID",6,99,99,false,350,3500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
611,"Azuz Tanned Leather","A product of Azuz. The leather
is repeatedly repaired for extended
use. Try taking it to the Smithy.",3507,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,350,3500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
612,"Suja Textiles","A product of Suja. Its unique pattern
has roots in Wyverian tradition.
Try taking it to the Smithy.",3508,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_BLUE","INVALID",6,99,99,false,350,3500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
613,"Sild Cotton","A product of Sild. A high-quality
material that can be used as-is.
Try bringing it to the Smithy.",3509,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,350,3500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
614,"Gajau Hide","The hide of a Gajau. Covered in
a thick slime that grants water
resistance.",3511,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_BROWN","INVALID",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
615,"Speartuna Fin","The sharp fin of a Speartuna.
Might be useful for something
if you bring it to the Smithy.",3512,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
616,"Commission Ticket","A ticket in the image of a hunter
who traveled to the New World.
Try taking it to the Smithy.",3513,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_IVORY","INVALID",6,99,99,false,350,3500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
618,"Mimiphyta Ticket","A ticket depicting the ecology
of Mimiphyta. Give it to the
Smithy to get special equipment.",3515,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,350,3500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
619,"Mystery Orb - Sword","A sphere with faint power that
is revealed through appraisal.
Becomes an offensive decoration.",3001,"GEM","INVALID","TYPE_12","ITEM_0055",CellImage,"INVALID","I_WHITE","FOR_ATTACK",4,10,10,false,0,90,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
620,"Glowing Orb - Sword","A sphere with hidden power that
can be revealed through appraisal.
Becomes an offensive decoration.",3002,"GEM","INVALID","TYPE_12","ITEM_0055",CellImage,"INVALID","I_BROWN","FOR_ATTACK",5,10,10,false,0,90,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
621,"Ancient Orb - Sword","A sphere with incredible power that
can be revealed through appraisal.
Becomes an offensive decoration.",3003,"GEM","INVALID","TYPE_12","ITEM_0055",CellImage,"INVALID","I_LEMON","FOR_ATTACK",6,10,10,false,0,90,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
622,"Armor Sphere","Reacts uniquely to heat. Fuse
this to armor to improve it by
a tiny amount.",3039,"MATERIAL","INVALID","TYPE_05","ITEM_0054",CellImage,"INVALID","I_BLUE","INVALID",4,99,99,false,80,800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
623,"Armor Sphere+","Reacts uniquely to heat. Fuse
this to armor to improve it by
a small amount.",3040,"MATERIAL","INVALID","TYPE_05","ITEM_0054",CellImage,"INVALID","I_GREEN","INVALID",5,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
624,"Advanced Armor Sphere","Reacts uniquely to heat. Fuse
this to armor to improve it.",3041,"MATERIAL","INVALID","TYPE_05","ITEM_0054",CellImage,"INVALID","I_ORANGE","INVALID",6,99,99,false,300,3000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
625,"Hard Armor Sphere","A rigid, high-density armor
sphere. Fuse this to armor to
improve it by a great amount.",3042,"MATERIAL","INVALID","TYPE_05","ITEM_0054",CellImage,"INVALID","I_PURPLE","INVALID",7,99,99,false,400,4000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
626,"Rocksteady Mantle","Negates damage reactions, protects
hearing, grants wind and tremor
resistance, and reduces damage.",710,"TOOL","INVALID","TYPE_03","ITEM_0073",CellImage,"INVALID","I_GRAY","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
627,"Mending Mantle","Steadily restores health over a set
amount of time.",709,"TOOL","INVALID","TYPE_03","ITEM_0073",CellImage,"INVALID","I_SGREEN","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
628,"Evasion Mantle","Upon just evading a blow, triggers
a special evasive maneuver that
boosts attack and alters combos.",711,"TOOL","INVALID","TYPE_03","ITEM_0073",CellImage,"INVALID","I_WHITE","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
629,"Corrupted Mantle","Decreases health, but raises affinity
and weapon stats. Attack and affinity
further increased in certain conditions.",712,"TOOL","INVALID","TYPE_03","ITEM_0073",CellImage,"INVALID","I_DPURPLE","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
630,"Wyvern Egg","A flying wyvern's egg. Deliver
it back to camp...if you can.",4078,"MATERIAL","INVALID","TYPE_08","ITEM_0006",CellImage,"INVALID","I_WHITE","INVALID",5,1,1,false,250,2500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
631,"Charred Lizard","A lizard charred crispy by Wudwuds.
Removes all traces of poison and
restores both health and stamina.",32,"EXPENDABLE","INVALID","TYPE_00","ITEM_0014",CellImage,"INVALID","I_GRAY","INVALID",4,10,10,true,80,800,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
632,"Wild Jerky","Dried meat beloved for its wild
flavor and toughness. Increases
natural healing and cures bleeding.",17,"EXPENDABLE","INVALID","TYPE_00","ITEM_0014",CellImage,"INVALID","I_PINK","INVALID",2,5,5,true,10,98,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
634,"Catalyst","Works with other materials to
enhance their effects. Cannot
be used by itself.",55,"EXPENDABLE","INVALID","TYPE_04","ITEM_0010",CellImage,"INVALID","I_MOS","INVALID",2,5,5,false,48,480,false,false,false,false,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
635,"Gunpowder","A dangerous substance that
explodes when struck or heated.
Used in Large Barrel Bombs.",64,"EXPENDABLE","INVALID","TYPE_04","ITEM_0010",CellImage,"INVALID","I_VERMILION","INVALID",2,20,20,false,45,90,false,false,false,false,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
636,"Small Barrel","A small, empty barrel.
Combine with fire herbs
to make it into a bomb.",65,"EXPENDABLE","INVALID","TYPE_04","ITEM_0015",CellImage,"INVALID","I_YELLOW","INVALID",1,10,10,false,8,80,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
637,"Large Barrel","A large, empty barrel.
Combine with gunpowder
to make it into a bomb.",67,"EXPENDABLE","INVALID","TYPE_04","ITEM_0015",CellImage,"INVALID","I_VERMILION","INVALID",2,5,5,false,21,210,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
638,"Spider Web","A very sticky web. Used
to craft pitfall traps.",70,"EXPENDABLE","INVALID","TYPE_04","ITEM_0035",CellImage,"INVALID","I_WHITE","INVALID",1,10,10,false,6,60,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
639,"Net","A sturdy net that supports a certain
amount of weight without breaking.
Perfect for pitfall traps.",71,"EXPENDABLE","INVALID","TYPE_04","ITEM_0035",CellImage,"INVALID","I_MOS","INVALID",2,10,10,false,54,108,false,false,false,false,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
640,"Gunpowderfish Scale","A Gunpowderfish scale. Combine
with a large barrel bomb to
dramatically increase its firepower.",95,"EXPENDABLE","INVALID","TYPE_04","ITEM_0042",CellImage,"INVALID","I_GRAY","INVALID",3,5,5,false,150,300,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
641,"Burst Arowana Scale","A Burst Arowana scale. Combine
with Normal Ammo to make a
large amount of Slicing Ammo.",96,"EXPENDABLE","INVALID","TYPE_04","ITEM_0042",CellImage,"INVALID","I_GREEN","INVALID",2,5,5,false,45,90,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
642,"Bomb Arowana Scale","A Bomb Arowana scale. Combine
with Normal Ammo to make a
large amount of Sticky Ammo.",97,"EXPENDABLE","INVALID","TYPE_04","ITEM_0042",CellImage,"INVALID","I_PURPLE","INVALID",2,5,5,false,135,270,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
643,"Gilded Scale","A Goldenfry scale. Used by
artisans in their crafts.",4002,"MATERIAL","INVALID","TYPE_10","ITEM_0042",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,500,5000,false,false,false,false,false,"00",false,"00",false,"00",false,"01",true,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
644,"Golden Scale","A Goldenfish scale. They shimmer
like only pure gold can.",4001,"MATERIAL","INVALID","TYPE_10","ITEM_0042",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,1000,10000,false,false,false,false,false,"00",false,"00",false,"00",false,"01",true,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
645,"Platinum Scale","A Platinumfish scale. They give
off a beautiful gleam.",4003,"MATERIAL","INVALID","TYPE_10","ITEM_0042",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,2000,20000,false,false,false,false,false,"00",false,"00",false,"00",false,"01",true,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
646,"Pick-a-meal Voucher","Exchange this voucher in the
Grand Hub Canteen for one order
of your favorite regional meal.",4010,"MATERIAL","INVALID","TYPE_11","ITEM_0028",CellImage,"INVALID","I_YELLOW","INVALID",5,1,1,false,500,5000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
647,"Steel Melding Ticket","A ticket used by Wyverians. Hand
it over when melding decorations
to get a slight discount.",3029,"MATERIAL","INVALID","TYPE_11","ITEM_0029",CellImage,"INVALID","I_GRAY","INVALID",5,99,99,false,10,100,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
648,"Silver Melding Ticket","A ticket used by Wyverians. Hand
it over when melding decorations
to get a discount.",3030,"MATERIAL","INVALID","TYPE_11","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,50,500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
649,"Steel Relic Ticket","A ticket used by Wyverians. Hand
it over when melding relics to
get a slight discount.",3032,"MATERIAL","INVALID","TYPE_11","ITEM_0029",CellImage,"INVALID","I_GRAY","INVALID",5,99,99,false,10,100,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
650,"Silver Relic Ticket","A ticket used by Wyverians. Hand
it over when melding relics to
get a discount.",3033,"MATERIAL","INVALID","TYPE_11","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,50,500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
651,"Steel Egg","An egg of glittering steel.
Rare but useless to hunters.
Sells for a good price.",4006,"MATERIAL","INVALID","TYPE_10","ITEM_0006",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,1000,10000,false,false,false,false,false,"00",false,"00",false,"00",false,"01",true,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
652,"Silver Egg","An egg of glittering silver.
Rare but useless to hunters.
Sells for a very good price.",4007,"MATERIAL","INVALID","TYPE_10","ITEM_0006",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,10000,100000,false,false,false,false,false,"00",false,"00",false,"00",false,"01",true,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
653,"Golden Egg","An egg of glittering gold.
Valuable but useless to hunters.
Sells for a fortune.",4008,"MATERIAL","INVALID","TYPE_10","ITEM_0006",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,20000,200000,false,false,false,false,false,"00",false,"00",false,"00",false,"01",true,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
654,"Heavy Armor Sphere","A solid, high-density armor
sphere. Fuse this to armor to
improve it by a vast amount.",3043,"MATERIAL","INVALID","TYPE_05","ITEM_0054",CellImage,"INVALID","I_RED","INVALID",8,99,99,false,600,6000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
655,"Monster Keenbone","Bone obtained from high-rank large
monsters. It has a razor sharp tip
that retains its strength after forging.",1050,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_PINK","INVALID",6,99,99,false,800,8000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
656,"Monster Hardbone","Precious bone obtained from high
rank large monsters. Their rarity
makes them highly sought after.",1051,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_RED","INVALID",6,99,99,false,1200,12000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
657,"Stoutbone","The bone of a large, high
ranking monster. Very sturdy.",1052,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_GRAY","INVALID",6,99,99,false,800,8000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
658,"Great Stoutbone","The bone of a large, high
ranking monster. Extremely
solid and durable.",1053,"MATERIAL","INVALID","TYPE_05","ITEM_0041",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1300,13000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
659,"Hunter Symbol I","Proof that you've hunted
a tempered monster, certifying
your strength.",1056,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_IVORY","INVALID",6,99,99,false,1000,10000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
