"Index","EM ID","Species","Name","Description","Extra Name","Extra Description","Frenzied Name","Tempered Name","Arch-tempered Name","Enemy Features Raw","Features","Tips","First Capture Raw","Endemic Life Description","Memo Raw","Endemic Life Features","Grammar Raw","Grammar","Boss Icon Type Raw","Large Monster Icon","Small Monster Icon","Item Icon","Map Icon","Endemic Life Icon","Icon Colour","Is Map Draw","Palico Pickup","Alma Pickup","Support Hunter Pickup","Category For NPC","Map Filtering Type","Scoutfly Target Type","Animation Type"
133,"EM5307_00_0","","Goldenfish","","","","","","","4770DAB4-C347-4ABB-B94E-A21EDC354720","","","1A70F577-616A-4F95-9CFE-227AB85E67E8","Fish with stunning golden scales covering
their bodies. Their scales fetch high prices
as accessory materials.","740D412C-EE31-4054-B183-A39CD4695A15","With the stunning golden scales covering
their bodies, it's no wonder these fish are
aquarium staples and often sell for high
prices for use in accessories. Goldenfish
can be found in caves and other places with
no sunlight and calm waters. Conversely,
you will rarely see them out in the sun or
in swift currents. They show a strong
interest in Golden Bugheads.","5E3D96CC-26AF-4A7F-A5D6-58173ACF8C79","","00000000","","",CellImage,"",CellImage,"I_YELLOW",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
134,"EM5308_00_0","","Platinumfish","","","","","","","08852E29-A57C-4255-821C-44E01CEB1F36","","","0A4969B5-8E2D-4D7F-A1B0-BBA2C890A316","Fish covered with platinum-colored scales.
Some theorize they are related to Goldenfish
due to their similar appearance and habits.","9C55B438-C60D-4FF9-AC72-4441227066D3","Fish covered with platinum-colored
scales. Like the Goldenfish, they are
a popular feature in aquariums and
accessories—but at higher prices,
because of their relative scarcity. The
leading theory for the Platinumfish's
unique coloring is that they adapted
to their sunless cave environments.
They show a strong interest in Golden
Bugheads.","84B644CD-2FC3-4A7F-8405-8F016B7FBFB8","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
135,"EM5309_00_0","","Burst Arowana","","","","","","","77B11124-723F-438D-BE8D-F907F33501CE","","","EE9C65EE-6066-41B7-832D-CC345DC75E2F","Fish that possess scales with explosive
properties. Useful for crafting items like
bowgun ammo.","54618184-5C20-4CF1-93F6-5996D7A4EAB9","Fish with scales that detonate, a property
that allows them to be crafted into things
like bowgun ammo. How the Burst Arowana
came to be this way is an unsolved mystery,
and the debate rages on; some theorize it
was an inherent trait, others that it was
acquired through feeding habits. Burst
Arowana show a strong interest in Emerald
Jitterbait.","C769E73D-B0D6-47A1-ADFE-36EB6A33AB9E","","00000000","","",CellImage,"",CellImage,"I_RED",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
136,"EM5310_00_0","","Bomb Arowana","","","","","","","924B2DE3-A0AB-42B5-AEC3-AECE233FA9C7","","","4190E36F-AB5D-4883-84A1-EC4F5DD2353A","Fish with scales that trigger a powerful
explosion, making them great material for
potent bowgun ammo.","184A7714-2EF8-4029-8AC1-751EB8542204","Fish with scales that detonate even more
powerfully than the Burst Arowana's, making
them great material for potent bowgun ammo.
The Burst and Bomb Arowana's relationship is
disputed. Is the latter a subspecies? Should
the difference be chalked up to habitat?
Researchers are confident that this line of
questioning will eventually reveal the
fishes' explosive secrets. Bomb Arowanas
show a strong interest in Emerald Jitterbait.","9C1776C9-D819-47EC-BA7F-E234195D233B","","00000000","","",CellImage,"",CellImage,"I_RED",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
137,"EM5311_00_0","","Gunpowderfish","","","","","","","159942B9-3B6F-43B4-9542-962BA91E44AF","","","5E1E082D-8A58-4FF3-87B1-4257B1B73B47","Fish that have large, protruding eyes on
either side of their heads and explosive
scales that are useful in bomb-making.","2C777C60-79BE-40CA-BAA0-A8F86F08D36B","Fish that have explosive scales useful in
bomb-making. The large, protruding eyes they
have on both sides are rarely seen in nature,
prompting some to theorize that the species
evolved through human manipulation, only
to become wild sometime later. Gunpowderfish
show a strong interest in Emerald Jitterbait.","06582888-37D8-4079-B16E-429728223B77","","00000000","","",CellImage,"",CellImage,"I_RED",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
138,"EM5312_00_0","","Speartuna","","","","","","","94C15075-8753-4537-BEB7-2DCEFC3CAF8D","","","3D0B1E6B-5A4B-4AAA-8C72-8BE47F119F1C","Large fish characterized by the long rostra
extending from their heads. Seen often
during Fallows, but absent during Plenties.","CC0716D9-5177-4C44-B790-CA0A69A59D16","Large fish characterized by the long rostra
extending from their heads. The rostra are
used to catch prey and defend against
enemies. Speartuna are a common sight
during the Fallow, but absent during the
Plenty. It is believed that they avoid
competing with other large fish over the
abundant food. Speartuna show a strong
interest in Tuff Joint Bait.","0C36A16F-E6B1-48EF-971C-01A848A8366E","","00000000","","",CellImage,"",CellImage,"I_ULTRAMARINE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
139,"EM5313_00_0","","Petricanths","","","","","","","27B189A9-F38E-4134-8BA9-133AD74EEAC3","","","1B5B1470-1C7E-40EB-AC94-C0DC0C5EB4BC","So few of these fish have been found alive
that they were once thought to be extinct.
They retain the same form as in ancient times.","FF1262C1-462F-41B4-A413-2F5C96E26151","So few of these fish have been found alive
that they were once thought to be extinct.
At one point, they only turned up as fossils
—and in a way, they <ITALIC>are</ITALIC> living fossils
since they retain the same form as in
ancient times. Research on the ecology
of the Petricanths might just elucidate
how other prehistoric organisms lived.
Petricanths show a strong interest
in Duster Rigs.","F32B4E33-A88C-439B-B850-3838653A23F2","","00000000","","",CellImage,"",CellImage,"I_SKY",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
140,"EM5314_00_0","","Glass Parexus","","","","","","","66C20025-2242-4E53-8058-B258D6E29460","","","E2A236C5-C850-48EB-AD36-CDCF0A426443","Fish with transparent bodies, a protective
measure to conceal themselves from
predators. They prefer colder habitats.","B138A02B-F7D8-4FE5-96C3-25A8938391D8","Fish with transparent bodies that reveal
their bones and organs. This protective
coloration—or lack thereof, rather—hides
them from predators. Glass Parexus prefer
colder regions, and are often found in clear
waters where their transparency is most
effective.","2880D005-BF06-4F75-9A8C-053AF5CCCA4C","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
141,"EM5315_00_0","","Goliath Squid","","","","","","","2EB1F154-1C69-4C89-AA62-0E96278B3867","","","D316F001-499A-432E-8CC8-364DAF8ACDCA","Huge nocturnal aquatic creatures with long
tentacles. Their bodies glow as they swim
around at night.","035CD876-1203-4542-8DA6-BE094A28E530","Huge nocturnal creatures that have eight
short legs, two long tentacles, and
distinctive patterning on their bodies.
Goliath Squids use special luminescent
organs to light up their whole body, scaring
off enemies and hunting prey. Some believe
it might also be a way for them to
communicate with each other. They show
a strong interest in Tentacle Jigs.","74BFB45E-9D36-4FA7-A531-EEF62ACF941E","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
142,"EM5316_00_0","","Great Trevally","","","","","","","E7CA0198-FFFD-4511-93C1-A9FD8879B642","","","F69DC79B-23FA-4FA0-A031-7ECFB7F1DB53","Large fish notable for their sizeable
mouths, which can gobble down large prey
in one gulp.","B690E72C-1B41-4CE0-82B1-10317D47FC09","Large fish notable for their sizeable mouths,
which can gobble down most small- to medium-
sized prey in one go. Great Trevally are
diurnal and have a wide range of habitats.
Smaller specimens can even be found in the
shallows. They show a strong interest in
Tuff Joint Bait.","950469ED-C1BA-467D-8AB4-21A964169505","","00000000","","",CellImage,"",CellImage,"I_MOS",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
143,"EM5317_00_0","","Escunite","","","","","","","60D6215B-1D92-4AE2-9408-483B32075786","","","AE2643DE-9C7A-4C9D-800D-B72F92C2BA15","Creatures with exceptionally hard shells that
keep the majority of their bodies hidden from
predators.","243BEF14-8AFB-4AC6-AACC-15BBB8674EB9","Creatures with exceptionally hard shells
that keep the majority of their bodies
hidden from predators. Their numerous
tentacles draw in and catch prey. Escunites
move by expelling water from organs called
siphons that are hidden inside their
tentacles. They show a strong interest in
Tentacle Jigs.","776B27ED-4C10-4C65-B4FE-86768729ABC7","","00000000","","",CellImage,"",CellImage,"I_MOS",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
144,"EM5317_09_0","","Grand Escunite","","","","","","","1B36A283-2BB5-4DAC-9C5E-B05848C9BD38","","","E2604FB0-4D73-43E6-94A7-EAA66FB848EF","Escunite specimens with blanched bodies.
Compared to normal Escunites, precious few
have been discovered thus far.","717D983A-1EC6-4168-8964-844BC49AFD99","Escunite specimens with blanched bodies.
Every part—shell, tentacles, and all—is
white. Several theories have been put
forward as to why this happens: a mutation,
or a defensive measure to better blend into
surroundings. However, until more specimens
are collected and research conducted,
it will remain as speculation. Grand Escunites
show a strong interest in Tentacle Jigs.","96478C99-56AA-47C9-8CCA-88E84EAEAA5C","","00000000","","",CellImage,"",CellImage,"I_MOS",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
145,"EM5318_00_0","","Gravid Bowfin","","","","","","","D6EBF6FC-844E-45FE-A2F0-DAFA56052FF9","","","75278DCF-B8B2-4EE3-9DFE-643FA2E88CCE","Fish with head plating to defend against
threats. The roe in their abdomens is safe
for consumption and highly nutritious.","C216B23D-9590-4843-9BB6-A6FBA991CB90","Fish with head plating to defend against
threats. The plating is not part of their
biology but rather a collection of scavenged
materials. Because of the similar fin
shapes, some believe these are actually
female Virid Bowfins in their breeding
period. However, not enough specimens
have been found or studied to shed light
on these theories. Gravid Bowfins show
a strong interest in Emerald Jitterbait.","E894F47E-980D-464B-A565-8FE03821E652","","00000000","","",CellImage,"",CellImage,"I_VERMILION",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
146,"EM5319_00_0","","Blind Perch","","","","","","","FB8FAFA9-87C5-43BE-80D5-B68E22034A3F","","","F3F47413-AF4E-4A69-A324-72EADC26F90C","Fish that have adapted to waters where
Wyvern Milk flows. Their eyes have
degenerated to reduce energy consumption.","F4151E1F-3916-43D9-9658-EF42F077D114","Fish that have adapted to waters where
Wyvern Milk flows. Their eyes have
degenerated, presumably to reduce energy
consumption. In lieu of sight, Blind Perch
have developed organs on the sides of their
bodies to sense tremors in the water and
gain awareness of their surroundings.
What they use for nourishment still
remains unknown.","497997D2-3B32-453F-9D59-4409ACEA5461","","00000000","","",CellImage,"",CellImage,"I_PINK",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
