"Sort ID","ID","Series","Name","Model ID","Price","Type Sort ID","Type","Rarity","Attack","True Attack","Affinity","Defense Bonus","Element","Element Attack","Sharpness Bar","Sharpness Bar (Handicraft)","Slot 1","Slot 2","Slot 3","Hunting Horn Type","Notes","Melodies","Echo Wave","Echo Bubble","Shelling Type","Shell Level","Switch Axe Phial Type","Switch Axe Phial Value","Charge Blade Phial Type","Kinsect Lv","Skill 1","Skill 1 Level","Skill 2","Skill 2 Level"
22,"Whistle_018","Balahara Tree","Balahara Horn II",0,2600,6,"Hunting Horn",4,630,150,0.1,0,"Water",200,"","",1,0,0,"TYPE_20","White, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Thunder Res (S), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Water)","Evasion & Movement Speed Up","","","","","","","Slugger",2,"",""
23,"Whistle_019","Balahara Tree","Balahara Horn III",0,5000,6,"Hunting Horn",5,672,160,0.1,0,"Water",230,"","",2,1,0,"TYPE_21","Purple, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Elem Attack Boost, Divine Protection, Thunder Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Water)","Evasion & Movement Speed Up","","","","","","","Slugger",2,"",""
24,"Whistle_020","Balahara Tree","Balahara Horn IV",0,14000,6,"Hunting Horn",7,798,190,0.1,0,"Water",270,"","",3,2,0,"TYPE_21","Purple, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Elem Attack Boost, Divine Protection, Thunder Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Water)","Evasion & Movement Speed Up","","","","","","","Slugger",3,"",""
25,"Whistle_021","Balahara Tree","Sandsea Ghantisil",1,20000,6,"Hunting Horn",8,882,210,0.1,0,"Water",300,"","",3,2,1,"TYPE_21","Purple, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Elem Attack Boost, Divine Protection, Thunder Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Water)","Evasion & Movement Speed Up","","","","","","","Slugger",3,"",""
26,"Whistle_025","Rey Dau Tree","Rey Perun I",8,2000,6,"Hunting Horn",3,588,140,0,0,"Thunder",180,"","",0,0,0,"TYPE_4","White, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (S), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Thunder)","DEE86300: Regen?","","","","","","","Stamina Thief",2,"Horn Maestro",1
27,"Whistle_026","Rey Dau Tree","Rey Perun II",8,4000,6,"Hunting Horn",5,714,170,0,0,"Thunder",230,"","",2,1,0,"TYPE_5","Purple, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Thunder)","DEE86300: Regen?","","","","","","","Stamina Thief",2,"Horn Maestro",1
28,"Whistle_027","Rey Dau Tree","Rey Perun III",8,14000,6,"Hunting Horn",7,840,200,0,0,"Thunder",270,"","",3,2,0,"TYPE_5","Purple, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Thunder)","DEE86300: Regen?","","","","","","","Stamina Thief",3,"Horn Maestro",1
29,"Whistle_028","Rey Dau Tree","Perun Clairhorn",8,20000,6,"Hunting Horn",8,924,220,0,0,"Thunder",300,"","",3,2,1,"TYPE_5","Purple, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Thunder)","DEE86300: Regen?","","","","","","","Stamina Thief",3,"Horn Maestro",1
30,"Whistle_068","Vespoid Tree","Sonic Horn I",10004,500,6,"Hunting Horn",1,378,90,0,0,"Paralysis",150,"","",0,0,0,"TYPE_10","White, Blue, Yellow","Self-Improvement, Stamina Use Reduced (S), Defense Up (S), Ice Res (S), Sonic Waves, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Paralysis)","Evasion & Movement Speed Up","","","","","","","Protective Polish",1,"",""
31,"Whistle_069","Vespoid Tree","Sonic Horn II",10004,1500,6,"Hunting Horn",3,504,120,0,0,"Paralysis",210,"","",0,0,0,"TYPE_10","White, Blue, Yellow","Self-Improvement, Stamina Use Reduced (S), Defense Up (S), Ice Res (S), Sonic Waves, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Paralysis)","Evasion & Movement Speed Up","","","","","","","Protective Polish",2,"Speed Sharpening",1
32,"Whistle_070","Vespoid Tree","Sonic Horn III",10004,4000,6,"Hunting Horn",5,630,150,0,0,"Paralysis",310,"","",2,1,0,"TYPE_11","Purple, Blue, Yellow","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), Ice Res (L), All Wind Pressure Negated, Sonic Waves, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Paralysis)","Evasion & Movement Speed Up","","","","","","","Protective Polish",2,"Speed Sharpening",1
33,"Whistle_071","Vespoid Tree","Sonic Horn IV",10004,14000,6,"Hunting Horn",7,756,180,0,0,"Paralysis",370,"","",3,2,0,"TYPE_11","Purple, Blue, Yellow","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), Ice Res (L), All Wind Pressure Negated, Sonic Waves, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Paralysis)","Evasion & Movement Speed Up","","","","","","","Protective Polish",3,"Speed Sharpening",1
34,"Whistle_072","Vespoid Tree","Glass Royale",27,20000,6,"Hunting Horn",8,840,200,0,0,"Paralysis",400,"","",3,2,1,"TYPE_11","Purple, Blue, Yellow","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), Ice Res (L), All Wind Pressure Negated, Sonic Waves, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Paralysis)","Evasion & Movement Speed Up","","","","","","","Protective Polish",3,"Speed Sharpening",2
35,"Whistle_005","Bone Tree","Bone Horn I",10001,500,6,"Hunting Horn",1,462,110,0,0,"-",0,"","",0,0,0,"TYPE_0","White, Red, Blue","Self-Improvement, Attack Up (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Stamina Thief",1,"",""
36,"Whistle_006","Bone Tree","Bone Horn II",10001,800,6,"Hunting Horn",2,546,130,0,0,"-",0,"","",0,0,0,"TYPE_0","White, Red, Blue","Self-Improvement, Attack Up (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Stamina Thief",1,"Attack Boost",1
37,"Whistle_007","Bone Tree","Bone Horn III",10001,2600,6,"Hunting Horn",4,714,170,0,0,"-",0,"","",1,0,0,"TYPE_0","White, Red, Blue","Self-Improvement, Attack Up (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Stamina Thief",2,"Attack Boost",1
38,"Whistle_008","Bone Tree","Bone Horn IV",10001,10000,6,"Hunting Horn",6,798,190,0,0,"-",0,"","",2,1,0,"TYPE_1","Purple, Red, Blue","Self-Improvement, Attack Up (L), Defense Up (L), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Stamina Thief",3,"Attack Boost",1
39,"Whistle_009","Bone Tree","Hardened Bone Horn",10001,20000,6,"Hunting Horn",8,924,220,0,0,"-",0,"","",3,2,1,"TYPE_1","Purple, Red, Blue","Self-Improvement, Attack Up (L), Defense Up (L), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Stamina Thief",3,"Attack Boost",1
40,"Whistle_022","Doshaguma Tree","Dosha Farsounder I",2,800,6,"Hunting Horn",2,588,140,-0.05,20,"-",0,"","",0,0,0,"TYPE_8","White, Blue, Sky","Self-Improvement, Stamina Use Reduced (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, Offset Melody","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Slugger",1,"",""
41,"Whistle_023","Doshaguma Tree","Dosha Farsounder II",2,2600,6,"Hunting Horn",4,756,180,-0.05,20,"-",0,"","",1,0,0,"TYPE_8","White, Blue, Sky","Self-Improvement, Stamina Use Reduced (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, Offset Melody","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Slugger",1,"Horn Maestro",1
42,"Whistle_024","Doshaguma Tree","Dosha Farsounder III",2,10000,6,"Hunting Horn",6,882,210,-0.05,20,"-",0,"","",2,1,0,"TYPE_9","Purple, Blue, Sky","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), Stun Resistance, Wind Pressure Negated, Sonic Barrier, Echo Wave, Offset Melody","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Slugger",2,"Horn Maestro",1
43,"Whistle_077","Doshaguma Tree","Farsounder Honga",3,20000,6,"Hunting Horn",8,1008,240,-0.05,20,"-",0,"","",3,2,1,"TYPE_9","Purple, Blue, Sky","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), Stun Resistance, Wind Pressure Negated, Sonic Barrier, Echo Wave, Offset Melody","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Slugger",2,"Horn Maestro",1
44,"Whistle_045","G. Arkveld Tree","G. Veldian Sibilus I",18,2600,6,"Hunting Horn",4,714,170,-0.1,0,"Dragon",160,"","",1,1,0,"TYPE_0","White, Red, Blue","Self-Improvement, Attack Up (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Slash)","26BEF740: Status Immunity?","","","","","","","Horn Maestro",2,"",""
45,"Whistle_046","G. Arkveld Tree","G. Veldian Sibilus II",18,10000,6,"Hunting Horn",6,840,200,-0.1,0,"Dragon",210,"","",2,2,0,"TYPE_1","Purple, Red, Blue","Self-Improvement, Attack Up (L), Defense Up (L), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Slash)","26BEF740: Status Immunity?","","","","","","","Horn Maestro",2,"",""
46,"Whistle_047","G. Arkveld Tree","G. Resounding Galahad",18,20000,6,"Hunting Horn",8,966,230,-0.1,0,"Dragon",250,"","",3,3,1,"TYPE_1","Purple, Red, Blue","Self-Improvement, Attack Up (L), Defense Up (L), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Slash)","26BEF740: Status Immunity?","","","","","","","Horn Maestro",2,"",""
47,"Whistle_067","Arkveld Tree","Veldian Sibilus I",24,14000,6,"Hunting Horn",7,798,190,0,0,"Dragon",370,"","",3,2,0,"TYPE_7","Purple, Red, Orange","Self-Improvement, Attack Up (L), Knockback Negated, Melody Effects Extended, Sharpness Regeneration, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Dragon)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Slugger",2,"Horn Maestro",2
48,"Whistle_078","Arkveld Tree","Resounding Galahad",24,20000,6,"Hunting Horn",8,882,210,0,0,"Dragon",400,"","",3,2,1,"TYPE_7","Purple, Red, Orange","Self-Improvement, Attack Up (L), Knockback Negated, Melody Effects Extended, Sharpness Regeneration, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Dragon)","5C06E100: Defense Up, Elemental Defense Up?","","","","","","","Slugger",2,"Horn Maestro",2
49,"Whistle_032","G. Doshaguma Tree","Dosha Grudgesounder I",100001,2600,6,"Hunting Horn",4,756,180,-0.15,0,"-",0,"","",1,0,0,"TYPE_15","White, Green, Sky","Self-Improvement, Health Recovery (S), Health Recovery (M), Earplugs (S), Echo Wave, SP_HEAL","Echo Wave (Blunt)","DEE86300: Regen?","","","","","","","Stamina Thief",2,"Horn Maestro",1
50,"Whistle_033","G. Doshaguma Tree","Dosha Grudgesounder II",100001,10000,6,"Hunting Horn",6,924,220,-0.15,0,"-",0,"","",2,1,0,"TYPE_16","Purple, Green, Sky","Self-Improvement, Health Recovery (S), Health Recovery (L), Earplugs (L), Echo Wave, SP_HEAL","Echo Wave (Blunt)","DEE86300: Regen?","","","","","","","Stamina Thief",3,"Horn Maestro",1
51,"Whistle_034","G. Doshaguma Tree","Grudgesounder Urga",100001,20000,6,"Hunting Horn",8,1050,250,-0.15,0,"-",0,"","",3,2,1,"TYPE_16","Purple, Green, Sky","Self-Improvement, Health Recovery (S), Health Recovery (L), Earplugs (L), Echo Wave, SP_HEAL","Echo Wave (Blunt)","DEE86300: Regen?","","","","","","","Stamina Thief",3,"Horn Maestro",1
52,"Whistle_014","Congalala Tree","War Bongo I",5,800,6,"Hunting Horn",2,462,110,0.05,0,"-",0,"","",0,0,0,"TYPE_12","White, Blue, Green","Self-Improvement, Health Recovery (S), Health Recovery (S) + Antidote, Stamina Use Reduced (S), Defense Up (S), Wind Pressure Negated, Echo Wave, SP_HEAL","Echo Wave (Blunt)","6150B580: Attack Up, Crit Up?","","","","","","","Horn Maestro",1,"",""
53,"Whistle_015","Congalala Tree","War Bongo II",5,4000,6,"Hunting Horn",5,672,160,0.05,0,"-",0,"","",2,1,1,"TYPE_13","Purple, Blue, Green","Self-Improvement, Health Recovery (S), Health Recovery (M) + Antidote, Stamina Use Reduced (L), Defense Up (L), Wind Pressure Negated, Echo Wave, SP_HEAL","Echo Wave (Blunt)","6150B580: Attack Up, Crit Up?","","","","","","","Horn Maestro",1,"Speed Sharpening",1
54,"Whistle_016","Congalala Tree","War Conga",5,20000,6,"Hunting Horn",8,882,210,0.05,0,"-",0,"","",3,3,1,"TYPE_13","Purple, Blue, Green","Self-Improvement, Health Recovery (S), Health Recovery (M) + Antidote, Stamina Use Reduced (L), Defense Up (L), Wind Pressure Negated, Echo Wave, SP_HEAL","Echo Wave (Blunt)","6150B580: Attack Up, Crit Up?","","","","","","","Horn Maestro",2,"Speed Sharpening",1
55,"Whistle_050","Yian Kut-Ku Tree","Kut-Ku's Song I",15,4000,6,"Hunting Horn",5,798,190,0,0,"Fire",410,"","",2,1,0,"TYPE_18","Purple, Sky, Yellow","Self-Improvement, Elem Attack Boost, Water Res (L), Dragon Res (L), Tremors Negated, Paralysis Negated, Sonic Waves, SP_HEAL","-","DEE86300: Regen?","","","","","","","Stamina Thief",2,"Horn Maestro",1
56,"Whistle_051","Yian Kut-Ku Tree","Kut-Ku's Song II",15,14000,6,"Hunting Horn",7,924,220,0,0,"Fire",470,"","",3,2,0,"TYPE_18","Purple, Sky, Yellow","Self-Improvement, Elem Attack Boost, Water Res (L), Dragon Res (L), Tremors Negated, Paralysis Negated, Sonic Waves, SP_HEAL","-","DEE86300: Regen?","","","","","","","Stamina Thief",3,"Horn Maestro",1
57,"Whistle_052","Yian Kut-Ku Tree","Kut-Ku Cantabile",15,20000,6,"Hunting Horn",8,966,230,0,0,"Fire",500,"","",3,2,1,"TYPE_18","Purple, Sky, Yellow","Self-Improvement, Elem Attack Boost, Water Res (L), Dragon Res (L), Tremors Negated, Paralysis Negated, Sonic Waves, SP_HEAL","-","DEE86300: Regen?","","","","","","","Stamina Thief",3,"Horn Maestro",1
58,"Whistle_059","G. Fulgur Tree","Deafening Fulgur I",100002,10000,6,"Hunting Horn",6,756,180,0.15,0,"Thunder",340,"","",2,1,0,"TYPE_18","Purple, Sky, Yellow","Self-Improvement, Elem Attack Boost, Water Res (L), Dragon Res (L), Tremors Negated, Paralysis Negated, Sonic Waves, SP_HEAL","-","Evasion & Movement Speed Up","","","","","","","Critical Element",3,"",""
59,"Whistle_060","G. Fulgur Tree","Fulgurhowl Guardiana",100002,20000,6,"Hunting Horn",8,882,210,0.15,0,"Thunder",400,"","",3,2,1,"TYPE_18","Purple, Sky, Yellow","Self-Improvement, Elem Attack Boost, Water Res (L), Dragon Res (L), Tremors Negated, Paralysis Negated, Sonic Waves, SP_HEAL","-","Evasion & Movement Speed Up","","","","","","","Critical Element",3,"",""
60,"Whistle_053","Gypceros Tree","Poisoned Capri I",6,4000,6,"Hunting Horn",5,756,180,0,0,"Poison",310,"","",2,1,0,"TYPE_19","Purple, Sky, Orange","Self-Improvement, Status Attack Up, Divine Protection, All Ailments Negated, Echo Wave, Offset Melody","Echo Wave (Poison)","F101B070: Stamina?","","","","","","","Critical Draw",2,"Horn Maestro",1
61,"Whistle_054","Gypceros Tree","Poisoned Capri II",6,10000,6,"Hunting Horn",6,840,200,0,0,"Poison",340,"","",2,1,0,"TYPE_19","Purple, Sky, Orange","Self-Improvement, Status Attack Up, Divine Protection, All Ailments Negated, Echo Wave, Offset Melody","Echo Wave (Poison)","F101B070: Stamina?","","","","","","","Critical Draw",3,"Horn Maestro",1
62,"Whistle_055","Gypceros Tree","Crazed Melody",6,20000,6,"Hunting Horn",8,966,230,0,0,"Poison",400,"","",3,2,1,"TYPE_19","Purple, Sky, Orange","Self-Improvement, Status Attack Up, Divine Protection, All Ailments Negated, Echo Wave, Offset Melody","Echo Wave (Poison)","F101B070: Stamina?","","","","","","","Critical Draw",3,"Horn Maestro",1
63,"Whistle_056","Rathian Tree","Valkyrie Chordmaker I",9,5000,6,"Hunting Horn",5,630,150,0.15,0,"Poison",190,"","",2,1,0,"TYPE_6","Purple, Red, Green","Self-Improvement, Attack Up (L), Health Recovery (S), Recovery Speed (L), Echo Wave, SP_HEAL","Echo Wave (Blunt)","DEE86300: Regen?","","","","","","","Critical Status",2,"Poison Duration Up",1
64,"Whistle_057","Rathian Tree","Valkyrie Chordmaker II",9,14000,6,"Hunting Horn",7,756,180,0.15,0,"Poison",220,"","",3,2,0,"TYPE_6","Purple, Red, Green","Self-Improvement, Attack Up (L), Health Recovery (S), Recovery Speed (L), Echo Wave, SP_HEAL","Echo Wave (Blunt)","DEE86300: Regen?","","","","","","","Critical Status",3,"Poison Duration Up",1
65,"Whistle_058","Rathian Tree","Queen Chordmaker",9,20000,6,"Hunting Horn",8,840,200,0.15,0,"Poison",250,"","",3,2,1,"TYPE_6","Purple, Red, Green","Self-Improvement, Attack Up (L), Health Recovery (S), Recovery Speed (L), Echo Wave, SP_HEAL","Echo Wave (Blunt)","DEE86300: Regen?","","","","","","","Critical Status",3,"Poison Duration Up",1
66,"Whistle_063","Rathalos Tree","Flame Feroce I",10,10000,6,"Hunting Horn",6,756,180,0.1,0,"Fire",340,"","",2,1,0,"TYPE_14","Purple, Blue, Orange","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), All Wind Pressure Negated, Attack and Defense Up, Echo Wave, Offset Melody","Echo Wave (Fire)","Evasion & Movement Speed Up","","","","","","","Critical Boost",3,"",""
67,"Whistle_064","Rathalos Tree","Rathalos Feroce",10,20000,6,"Hunting Horn",8,840,200,0.1,0,"Fire",400,"","",3,2,1,"TYPE_14","Purple, Blue, Orange","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), All Wind Pressure Negated, Attack and Defense Up, Echo Wave, Offset Melody","Echo Wave (Fire)","Evasion & Movement Speed Up","","","","","","","Critical Boost",3,"",""
68,"Whistle_065","Gore Magala Tree","Kummerklang I",11,14000,6,"Hunting Horn",7,714,170,0.2,0,"Dragon",270,"","",3,2,0,"TYPE_22","Purple, Green, Orange","Self-Improvement, Health Recovery (S), Earplugs (L), Affinity Up (S) / Health Recovery (S), Echo Wave, SP_HEAL","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Critical Element",3,"",""
69,"Whistle_066","Gore Magala Tree","Gramklang",11,20000,6,"Hunting Horn",8,840,200,0.2,0,"Dragon",300,"","",3,2,1,"TYPE_22","Purple, Green, Orange","Self-Improvement, Health Recovery (S), Earplugs (L), Affinity Up (S) / Health Recovery (S), Echo Wave, SP_HEAL","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Critical Element",3,"",""
100,"Whistle_073","","Artian Sounder I",100003,40,6,"Hunting Horn",6,714,170,0.05,0,"-",270,"","",2,2,2,"TYPE_14","Purple, Blue, Orange","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), All Wind Pressure Negated, Attack and Defense Up, Echo Wave, Offset Melody","Echo Wave (Slash)","26BEF740: Status Immunity?","","","","","","","","","",""
101,"Whistle_074","","Artian Sounder II",100003,100,6,"Hunting Horn",7,756,180,0.05,0,"-",270,"","",2,2,2,"TYPE_14","Purple, Blue, Orange","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), All Wind Pressure Negated, Attack and Defense Up, Echo Wave, Offset Melody","Echo Wave (Slash)","26BEF740: Status Immunity?","","","","","","","","","",""
102,"Whistle_075","","Omiltika",100003,200,6,"Hunting Horn",8,798,190,0.05,0,"-",320,"","",3,3,3,"TYPE_14","Purple, Blue, Orange","Self-Improvement, Stamina Use Reduced (L), Defense Up (L), All Wind Pressure Negated, Attack and Defense Up, Echo Wave, Offset Melody","Echo Wave (Slash)","26BEF740: Status Immunity?","","","","","","","","","",""
0,"Lance_000","Expedition Tree","Hope Lance I",4,200,7,"Lance",1,207,90,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","","","",""
1,"Lance_001","Expedition Tree","Hope Lance II",4,500,7,"Lance",1,230,100,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"",""
2,"Lance_002","Expedition Tree","Hope Lance III",4,1500,7,"Lance",3,299,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"Critical Eye",1
3,"Lance_003","Expedition Tree","Hope Lance IV",4,4000,7,"Lance",5,368,160,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
4,"Lance_004","Expedition Tree","Hope Lance V",4,14000,7,"Lance",7,437,190,0,0,"-",0,"","",3,2,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
5,"Lance_073","Expedition Tree","Esperanza Lance",4,20000,7,"Lance",8,483,210,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",2
6,"Lance_050","G. Rathalos Tree","Albirath Tail I",100000,2600,7,"Lance",4,368,160,0.15,0,"Fire",160,"","",1,0,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
7,"Lance_051","G. Rathalos Tree","Albirath Tail II",100000,10000,7,"Lance",6,414,180,0.15,0,"Fire",210,"","",2,1,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
8,"Lance_052","G. Rathalos Tree","Shining Pillar",100000,20000,7,"Lance",8,506,220,0.15,0,"Fire",250,"","",3,2,1,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
9,"Lance_024","Balahara Tree","Balahara Lance I",2,800,7,"Lance",2,253,110,0.1,0,"Water",140,"","",0,0,0,"","","","","","","","","","","","Offensive Guard",1,"",""
10,"Lance_025","Balahara Tree","Balahara Lance II",2,2600,7,"Lance",4,345,150,0.1,0,"Water",160,"","",1,0,0,"","","","","","","","","","","","Offensive Guard",2,"",""
11,"Lance_026","Balahara Tree","Balahara Lance III",2,5000,7,"Lance",5,368,160,0.1,0,"Water",200,"","",2,1,0,"","","","","","","","","","","","Offensive Guard",2,"",""
12,"Lance_027","Balahara Tree","Balahara Lance IV",2,14000,7,"Lance",7,437,190,0.1,0,"Water",220,"","",3,2,0,"","","","","","","","","","","","Offensive Guard",3,"",""
13,"Lance_028","Balahara Tree","Sandsea Prallaya",3,20000,7,"Lance",8,483,210,0.1,0,"Water",250,"","",3,2,1,"","","","","","","","","","","","Offensive Guard",3,"",""
14,"Lance_036","Rey Dau Tree","Rey Indra I",10,2000,7,"Lance",3,322,140,0,0,"Thunder",150,"","",0,0,0,"","","","","","","","","","","","Guard",1,"Offensive Guard",1
15,"Lance_037","Rey Dau Tree","Rey Indra II",10,4000,7,"Lance",5,391,170,0,0,"Thunder",190,"","",2,1,0,"","","","","","","","","","","","Guard",1,"Offensive Guard",1
16,"Lance_038","Rey Dau Tree","Rey Indra III",10,14000,7,"Lance",7,460,200,0,0,"Thunder",220,"","",3,2,0,"","","","","","","","","","","","Guard",2,"Offensive Guard",1
17,"Lance_039","Rey Dau Tree","Indra Clairlance",10,20000,7,"Lance",8,506,220,0,0,"Thunder",250,"","",3,2,1,"","","","","","","","","","","","Guard",2,"Offensive Guard",1
18,"Lance_010","Ore Tree","Chrome Drill I",10002,800,7,"Lance",2,276,120,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Guard Up",1,"",""
19,"Lance_011","Ore Tree","Chrome Drill II",10002,2600,7,"Lance",4,368,160,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Guard Up",2,"",""
20,"Lance_012","Ore Tree","Chrome Drill III",10002,10000,7,"Lance",6,437,190,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Guard Up",2,"",""
21,"Lance_013","Ore Tree","Chrome Lance",10002,20000,7,"Lance",8,506,220,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Guard Up",3,"",""
22,"Lance_032","Rompopolo Tree","Rompo Piercer I",9,2000,7,"Lance",3,322,140,0,0,"Poison",150,"","",0,0,0,"","","","","","","","","","","","Guard Up",2,"",""
23,"Lance_033","Rompopolo Tree","Rompo Piercer II",9,4000,7,"Lance",5,391,170,0,0,"Poison",190,"","",2,1,0,"","","","","","","","","","","","Guard Up",2,"",""
24,"Lance_034","Rompopolo Tree","Rompo Piercer III",9,14000,7,"Lance",7,460,200,0,0,"Poison",220,"","",3,2,0,"","","","","","","","","","","","Guard Up",3,"",""
25,"Lance_035","Rompopolo Tree","Rompo Tetrotox",9,20000,7,"Lance",8,506,220,0,0,"Poison",250,"","",3,2,1,"","","","","","","","","","","","Guard Up",3,"",""
26,"Lance_044","Nu Udra Tree","Nu Osminog I",14,2600,7,"Lance",4,391,170,-0.15,0,"Fire",150,"","",1,0,0,"","","","","","","","","","","","Offensive Guard",2,"",""
27,"Lance_045","Nu Udra Tree","Nu Osminog II",14,14000,7,"Lance",7,483,210,-0.15,0,"Fire",220,"","",3,2,0,"","","","","","","","","","","","Offensive Guard",3,"",""
28,"Lance_046","Nu Udra Tree","Abaddonian Osminog",14,20000,7,"Lance",8,529,230,-0.15,0,"Fire",250,"","",3,2,1,"","","","","","","","","","","","Offensive Guard",3,"",""
29,"Lance_005","Bone Tree","Bone Lance I",10004,500,7,"Lance",1,253,110,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Guard",1,"",""
30,"Lance_006","Bone Tree","Bone Lance II",10004,800,7,"Lance",2,299,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Guard",1,"Attack Boost",1
31,"Lance_007","Bone Tree","Bone Lance III",10004,2600,7,"Lance",4,391,170,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Guard",2,"Attack Boost",1
32,"Lance_008","Bone Tree","Bone Lance IV",10004,10000,7,"Lance",6,460,200,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Guard",3,"Attack Boost",1
33,"Lance_009","Bone Tree","Hard Bone Lance",10004,20000,7,"Lance",8,529,230,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Guard",3,"Attack Boost",1
34,"Lance_040","Hirabami Tree","Windpierce Lance I",13,1500,7,"Lance",3,322,140,0,0,"Ice",150,"","",0,0,0,"","","","","","","","","","","","Guard",2,"Airborne",1
35,"Lance_041","Hirabami Tree","Windpierce Lance II",13,5000,7,"Lance",5,391,170,0,0,"Ice",190,"","",2,1,0,"","","","","","","","","","","","Guard",2,"Airborne",1
